url,ingredients
https://www.recipetineats.com/chinese-eggplant-and-minced-pork/, vegetable oil large eggplant or 2 medium/small pork mince / ground pork ginger garlic green onion pickled red chilli broad bean sauce cornflour / cornstarch light soy sauce dark soy sauce sugar honey black vinegar water Steamed white rice
https://www.recipetineats.com/tomahawk-steak/, tomahawk steak cooking salt/kosher salt black pepper olive oil Cowboy butter Bearnaise sauce Cafe de Paris Creamy mushroom sauce Chimichurri sauce Blue cheese sauce Red wine sauce Dijon or seeded mustard
https://www.recipetineats.com/cowboy-butter/, unsalted butter large garlic clove Dijon mustard smoked paprika chilli flakes / red pepper flakes cooking salt / kosher salt
https://www.recipetineats.com/country-harvest-root-vegetable-soup/, extra virgin olive oil unsalted butter onion garlic cloves curry powder dried thyme leaves water cooking salt/kosher salt black pepper thickened cream potato sweet potato carrots parsnip celeriac Warm crusty bread Parsley extra curry powder black pepper
https://www.recipetineats.com/puttanesca-fish-tray-bake/, baby potatoes extra virgin olive oil cooking salt / kosher salt black pepper medium fennel cherry or grape tomatoes pitted kalamata olives garlic cloves baby capers anchovy fillets canned tomato chilli flakes dried organo cooking salt / kosher salt black pepper barramundi fillets cooking salt / kosher salt black pepper extra virgin olive oil basil leaves Warm crusty bread
https://www.recipetineats.com/b85-beef-sausage-rolls/, small onion panko breadcrumbs beef mince egg garlic cloves beef stock cube cooking salt / kosher salt black pepper pickled jalapeno cheddar parmesan frozen puff pastry egg white sesame seeds black sesame seeds Aussie tomato sauce or ketchup
https://www.recipetineats.com/melting-afghani-chickpea-curry/, ghee cinnamon sticks onion grated ginger grated garlic bay leaves dried red split lentils water litre vegetable stock cooking / kosher salt chickpeas baking soda / bi-carbonate soda coriander powder cumin powder turmeric powder cardamom powder ground cloves Basmati rice  Yogurt Fresh coriander / cilantro leaves
https://www.recipetineats.com/whipped-ricotta-one-pot-chicken-pasta/, chicken thigh fillets cooking salt/kosher salt black pepper sun-dried tomato stripes in oil oil  small onion garlic cloves tomato paste dry white wine canned crushed tomato fusilli pasta (spirals) chicken stock/broth cooking salt/kosher salt black pepper basil leaves ricotta milk finely grated parmesan
https://www.recipetineats.com/slow-roast-easter-stuffed-lamb/, deboned lamb shoulder cooking salt / kosher salt black pepper extra virgin olive oil unsalted butter eschalots garlic cloves mushrooms baby spinach skinless hazelnuts pistachios parsley rosemary lemon zest cooking salt / kosher salt black pepper baby potatoes cooking salt / kosher salt black pepper extra virgin olive oil flour beef stock/broth dark soy sauce Salt and pepper pistachios Rosemary sprigs Sautéed green beans
https://www.recipetineats.com/pikelets/, plain flour  baking powder white sugar salt large egg milk vanilla extract butter Strawberry jam Whipped cream
https://www.recipetineats.com/beef-in-black-bean-sauce/, preserved black beans beef rump steak (US: top sirloin) brown onion green capsicum garlic peanut oil Chinese cooking wine light soy sauce dark soy sauce oyster sauce cornflour / cornstarch baking soda sesame oil light soy sauce white sugar cornflour/cornstarch water White rice
https://www.recipetineats.com/lebanese-lemon-garlic-chicken-al-aseel-copycat/, chicken tenderloin Greek or plain yogurt lemon juice garlic olive oil cooking salt / kosher salt Greek or plain yogurt garlic extra virgin olive oil lemon juice tahini water cooking salt / kosher salt olive oil parsley Lemon wedges and extra virgin olive oil Lebanese bread
https://www.recipetineats.com/lebanese-fattoush-salad/, pita bread or 1 lebanese bread olive oil cooking salt / kosher salt cos/romaine lettuce Lebanese cucumbers cherry tomatoes small red onion red radish mint leaves roughly chopped parsley extra virgin olive oil lemon juice pomegranate molasses medium garlic clove sumac cooking salt / kosher salt
https://www.recipetineats.com/the-chocolate-chip-cookies-of-my-dreams/, unsalted butter plain flour / all-purpose flour cornflour/cornstarch baking powder baking soda / bi-carb cooking salt / kosher salt brown sugar caster sugar / superfine super large egg yolk from a large egg vanilla extract dark chocolate chips milk chocolate chips
https://www.recipetineats.com/devilled-eggs/, large eggs Dijon mustard Tabasco or other hot sauce white wine vinegar mayonnaise cooking salt / kosher sale  cold unsalted butter Paprika chives
https://www.recipetineats.com/thai-red-duck-curry/, duck breasts cooking salt / kosher salt white pepper Thai red curry paste large garlic cloves fresh ginger chicken stock/broth coconut milk makrut lime leaves white sugar fish sauce green beans Thai basil leaves lychees pineapple pieces Jasmine rice Thai basil leaves Coriander/cilantro leaves/small sprigs Large red chilli Lime wedges
https://www.recipetineats.com/how-to-cook-duck-breast/, duck breast cooking salt / kosher salt white pepper
https://www.recipetineats.com/crunchy-chicken-taco-fingers-baked/, chicken tenderloins panko breadcrumbs Olive oil spray cumin powder paprika garlic powder onion powder dried oregano cayenne pepper cooking salt / kosher salt large eggs flour mayonnaise salt taco-size soft tortillas Taco Slaw large avocado Sriracha roughly chopped coriander/cilantro leaves
https://www.recipetineats.com/taco-slaw-excellent-for-tacos/, green cabbage green onion finely chopped coriander/cilantro leaves sour cream mayonnaise lime zest lime juice cooking salt / kosher salt
https://www.recipetineats.com/prawn-cocktail-mini-tacos/, corn tortillas cooking salt / kosher salt Olive oil spray cooked prawns/shrimp; peeled  mayonnaise ketchup Worcestershire sauce horseradish cream tabasco cayenne pepper garlic powder cornichons chives Fancy options – salmon roe; caviar Dried black beans or rock salt
https://www.recipetineats.com/8-minute-lebanese-pizza-chicken-mince-recipe/, Lebanese bread chicken mince tomato paste Baharat spice mix (aka Lebanese 7 spice) paprika garlic clove cooking salt / kosher salt finely chopped parsley extra virgin olive oil Extra virgin olive oil Danish feta or goats cheese Lemon juice Dried chilli flakes / red pepper flakes toasted pine nuts finely chopped parsley
https://www.recipetineats.com/mango-bars-with-lime-glaze/, unsalted butter caster/superfine white sugar large egg flour oats desiccated or finely shredded coconut baking powder cooking salt / kosher salt mango slices cornflour / cornstarch white sugar soft icing sugar / powdered sugar lime zest lime juice vanilla extract
https://www.recipetineats.com/creamy-goat-cheese-roasted-red-pepper-risoni-orzo/, risoni pasta (orzo) cooking salt/kosher salt extra virgin olive oil red onion garlic cloves chargrilled / fire-roasted sliced red capsicum/peppers tomato passata or puree sliced Kalamata olives cooking salt / kosher salt black pepper goat's cheese basil leaves roughly chopped parsley
https://www.recipetineats.com/popcorn-chicken/, chicken breast buttermilk cooking salt / kosher salt large egg flour corn flour / cornstarch cooking salt / kosher salt celery salt black pepper regular paprika dried thyme dried oregano onion powder garlic powder mustard powder ginger powder cayenne pepper canola oil (2.5 cm / 1" depth) Honey mustard dipping sauce Ketchup; tomato sauce; 
https://www.recipetineats.com/honey-mustard-dipping-sauce/, mayonnaise dijon mustard honey apple cider vinegar or lemon juice of salt and white pepper
https://www.recipetineats.com/bruschetta-summer-pasta-salad/, penne cooking salt / kosher salt tomatoes cooking salt / kosher salt tightly packed basil leaves finely shredded parmesan extra virgin olive oil balsamic vinegar garlic cloves cooking salt / kosher salt black pepper pinenuts Balsamic glaze
https://www.recipetineats.com/christmas-cheesecake/, Biscoff unsalted butter cinnamon powder brown sugar salt gelatin powder cold tap water thickened or heavy cream cream cheese block (3 blocks; caster sugar / superfine sugar vanilla extract lemon juice thickened or heavy cream caster sugar / superfine sugar vanilla extract Strawberries Berries Cherries Rosemary sprigs orange slices Icing sugar / confectionary sugar
https://www.recipetineats.com/thai-sweet-chilli-beef-bowls/, roasted cashews canola oil beef mince small onion garlic cloves roughly chopped coriander/cilantro leaves sweet chilli sauce fish sauce rice vinegar oyster sauce dark soy sauce garlic clove sweet chilli sauce lime juice fish sauce jasmine rice Steamed or fresh veg
https://www.recipetineats.com/nutella-stuffed-cookies/,  Nutella dark chocolate chips plain flour / all-purpose flour baking soda cooking salt / kosher salt unsalted butter brown sugar vanilla extract honey large egg
https://www.recipetineats.com/new-orleans-chicken-wings/, chicken wings cut up unsalted butter garlic cloves roughly chopped coriander/cilantro or parsley brown sugar paprika cooking salt / kosher salt garlic powder onion powder black pepper dried thyme dried oregano cayenne pepper
https://www.recipetineats.com/nandos-portuguese-peri-peri-chicken-burger/, birds eye red chilies medium red capsicum / bell pepper garlic cloves vegetable or canola oil malt vinegar smoked paprika dried oregano onion powder white sugar cooking salt / kosher salt red food colouring Peri Peri Sauce whole egg mayonnaise sour cream olive oil chicken breasts or chicken thigh fillets soft rolls tomatoes Lettuce of choice
https://www.recipetineats.com/fall-apart-massaman-lamb-shoulder/, lamb shoulder Maesri Massaman curry paste (1 can) coconut milk chicken stock/broth onion cinnamon sticks star anise small baby potatoes large red chillis coriander leaves & sprigs (cilantro) Jasmine rice
https://www.recipetineats.com/cretan-biscuits-greek-almond-cookies/, blanched almonds plain flour (all-purpose flour) baking powder cooking salt / kosher salt unsalted butter white sugar large egg vanilla extract egg white almond flakes
https://www.recipetineats.com/beef-steak-fried-rice/, rump beef steak (US: top sirloin) dark soy sauce oyster sauce water garlic clove sugar baking soda canola or peanut oil green onion stems garlic cloves cooked; day-old long grain white rice;  green beans fish sauce oyster sauce sugar eggs sesame oil salt and pepper
https://www.recipetineats.com/no-bake-cheesecake/, digestive biscuits unsalted butter; melted cinnamon powder brown sugar salt gelatin powder cold tap water thickened or heavy cream cream cheese block caster sugar / superfine sugar vanilla extract lemon juice strawberries Whipped cream
https://www.recipetineats.com/tzatziki-chickpea-salad/, cucumbers Greek yogurt lemon juice extra virgin olive oil roughly chopped fresh dill large garlic clove cooking salt / kosher salt chickpeas finely sliced celery chopped capers
https://www.recipetineats.com/white-chocolate-raspberry-loaf/, unsalted butter caster sugar (superfine sugar) plain yogurt large eggs vanilla extract lemon zest plain flour (all-purpose flour) baking powder baking soda cooking salt / kosher salt raspberries flour white chocolate chips raspberries icing sugar / powdered sugar vanilla extract milk salt
https://www.recipetineats.com/one-pot-cajun-beef-pasta/, olive oil garlic cloves onion beef mince (ground beef) carrot zucchini red capsicum tomato paste canned crushed tomato kidney beans chicken stock/broth water elbow pasta (macaroni) colby cheese  green onion stem dried thyme paprika garlic powder onion powder cayenne pepper black pepper cooking salt / kosher salt
https://www.recipetineats.com/pan-fried-halloumi-with-honey-and-thyme/, halloumi olive oil honey fresh thyme leaves and tiny sprigs chilli flakes
https://www.recipetineats.com/chicken-and-leek-pie/, unsalted butter chicken thighs each black pepper and cooking salt streaky bacon leeks celery stems garlic cloves chardonnay flour dijon mustard thyme sprigs bay leaves chicken stock / broth thickened / heavy cream cooking salt / kosher salt black pepper frozen butter puff pastry sheets egg
https://www.recipetineats.com/cinnamon-breakfast-muffins/, walnuts shredded carrot shredded Granny Smith apple;  desiccated coconut raisins wholemeal flour baking soda cinnamon powder ground ginger cooking salt / kosher salt brown sugar large eggs olive oil orange juice
https://www.recipetineats.com/nagi-big-easy-pasta-salad/, bow tie pasta (farfalle) cucumbers cherry or grape tomatoes roughly chopped Kalamata olives Greek feta basil leaves extra virgin olive oil apple cider vinegar garlic cloves dijon mustard honey Italian herbs mix cooking salt / kosher salt black pepper
https://www.recipetineats.com/hot-buttered-corn-rice/, unsalted butter big garlic cloves frozen corn  cooking salt / kosher salt of pepper long grain rice low-sodium chicken stock/broth green onion stems
https://www.recipetineats.com/homemade-crackers/, plain flour / all-purpose flour cooking salt white sesame seeds water extra virgin olive oil white sesame seeds salt flakes Olive oil spray
https://www.recipetineats.com/greek-kofta-kebabs/, lamb mince large garlic cloves paprika mustard powder dried oregano curry powder cooking salt / kosher salt black pepper olive oil skewers plain yogurt mayonnaise extra virgin olive oil American yellow mustard garlic powder paprika cooking salt / kosher salt Greek pita bread tomatoes red onion Iceberg lettuce
https://www.recipetineats.com/pistachio-cake/,  pistachio kernels plain flour baking powder baking soda cooking salt / kosher salt yogurt unsalted butter plain oil caster sugar vanilla extract large egg green food colouring cream cheese thickened cream caster sugar vanilla extract lemon juice salt
https://www.recipetineats.com/hokkien-noodles/, hokkien noodles chicken thighs canola oil garlic cloves green onion stems red capsicum (bell peppers) green cabbage light soy sauce dark soy sauce oyster sauce Mirin or Chinese cooking wine sesame oil white pepper White sesame seeds Finely sliced green onion
https://www.recipetineats.com/cheesymite-scrolls/, bread flour instant yeast white sugar cooking salt warm milk salted butter Vegemite Colby cheese
https://www.recipetineats.com/crispy-frozen-pea-fritters/, flour cornflour / cornstarch baking powder garlic powder cooking salt black pepper large egg milk frozen peas shredded cheese finely sliced green onion olive oil plain yogurt lemon juice extra virgin olive oil finely grated garlic each salt and pepper
https://www.recipetineats.com/jam-drops-thumbprint-cookies/, unsalted butter; softened caster sugar / superfine sugar vanilla extract large egg plain flour cooking salt / kosher salt strawberry or raspberry jam
https://www.recipetineats.com/creamy-chicken-noodle-soup/, chicken breast cooking salt / kosher salt black pepper strips streaky bacon unsalted butter onion garlic cloves sprigs thyme or 1/2 tsp dried thyme celery stalks carrot corn kernels flour milk low sodium chicken stock/broth water cooking salt  broken angel hair pasta frozen peas finely chopped parsley bread olive oil cooking salt / kosher salt
https://www.recipetineats.com/spicy-edamame/, frozen edamame in the pods cooking salt / kosher salt grapeseed oil garlic sambal oelek sesame oil Japanese soy sauce mirin miso paste cooking salt / kosher salt
https://www.recipetineats.com/beef-tataki/, beef tenderloin/fillet (PREMIUM option) sirloin steak vegetable oil cooking salt / kosher salt cooking sake mirin rice vinegar Japanese soy sauce yuzu grapeseed oil garlic cloves Crispy potato straws Crispy fried shallots green onion
https://www.recipetineats.com/crispy-potato-straws-pommes-paille/, potato vegetable oil Sea salt flakes
https://www.recipetineats.com/blondies/, unsalted butter brown sugar large egg vanilla extract flour cooking salt / kosher salt white chocolate chips walnuts sea salt flakes
https://www.recipetineats.com/mediterranean-tuna-salad-with-creamy-feta-dressing/, finely chopped curly kale tomatoes red capsicum / bell pepper cucumber roughly chopped parsley leaves red radish whole pitted kalamata olives Danish feta canned tuna in oil Danish feta lemon juice extra virgin olive oil small garlic clove cooking salt / kosher salt black pepper water Pita bread pockets Also see Dressing extra flavour options
https://www.recipetineats.com/crispy-oven-baked-quesadillas/, olive oil beef mince tomato paste corn kernels black beans water flour tortillas olive oil shredded cheese EACH ground garlic EACH cumin cayenne pepper cooking salt / kosher salt Avocado sauce Pico de Gallo Sour cream Nothing
https://www.recipetineats.com/easy-ricotta-gnocchi-with-creamy-mushroom-sauce/,  ricotta freshly grated parmesan cheese large egg egg yolk cooking salt / kosher salt black pepper flour unsalted butter garlic cloves onion or 1 eschallot thyme sprigs white mushrooms cooking salt / kosher salt black pepper chardonnay chicken stock/broth thickened / heavy cream Freshly grated parmesan Fresh parsley
https://www.recipetineats.com/chicken-cacciatore-italian-chicken-stew/, bone in chicken thighs large chicken drumsticks cooking salt / kosher salt black pepper olive oil onion rosemary sprigs bay leaves garlic cloves anchovy fillets mushrooms red capsicum tomato paste pinot noir  chicken stock/broth canned crushed tomato whole kalamata olives cooking/kosher salt black pepper dried oregano Mashed potato Finely chopped parsley
https://www.recipetineats.com/chocolate-peanut-butter-cake/, flour cocoa powder baking powder baking soda  white sugar cooking / kosher salt large eggs milk vegetable oil vanilla extract instant coffee powder boiling water unsalted butter soft icing sugar / powdered sugar smooth peanut butter cooking/kosher salt milk chocolate chips or melts cream peanut butter mini Reece's Peanut Butter Cups miniature Reece's Peanut Butter Cups salted peanuts
https://www.recipetineats.com/my-quickest-chinese-vegetable-soup-super-healthy/, chicken stock/broth; garlic cloves ginger piece;  star anise light soy sauce sugar chinese cooking wine sesame oil stems Chinese broccoli small carrot enoki mushrooms coriander/cilantro sprigs/leaves green onion crispy fried shallots Chilli crisp; chilli sauce or sriracha Other ideas: sesame seeds; sliced chilli; Thai basil
https://www.recipetineats.com/lamb-korma-curry/, large onions large garlic cloves ginger cashews water ghee lamb shoulder ground turmeric ground ginger garam marsala kashmiri chilli powder chicken stock/broth cardamom pods cinnamon sticks white sugar cooking salt / kosher salt coconut cream cream Basmati rice Naan Cashews finely chopped Coriander/cilantro leaves
https://www.recipetineats.com/one-pot-moussaka-beef-rice-pilaf/, olive oil garlic cloves onion beef mince / ground beef cooking salt / kosher salt dried oregano tomato paste eggplant pinot noir basmati rice can chickpeas can crushed tomato chicken stock/broth cooking salt / kosher salt black pepper parsley Extra virgin olive oil Dollop of Greek yogurt
https://www.recipetineats.com/smoky-roasted-tomato-soup/, tomatoes garlic cloves olive oil smoked paprika cooking salt / kosher salt black pepper olive oil garlic cloves onion vegetable stock/broth white sugar cream roughly chopped fresh basil leaves Grilled cheese!
https://www.recipetineats.com/pizza-capricciosa/, classic pizza dough fast no-yeast pizza dough Store bought tomato paste cooking salt  / kosher salt white sugar water garlic clove EACH dried parsley ; basil and oregano mozzarella cheese; freshly shredded artichokes button mushrooms shaved leg ham sliced kalamata olives
https://www.recipetineats.com/singapore-vermicelli-noodles-with-chicken/, dried vermicelli noodles light soy sauce Chinese cooking wine curry powder white sugar white pepper skinless boneless chicken thighs cooking salt / kosher salt curry powder plain oil eggs streaky bacon brown onion garlic cloves red capsicum bean sprouts baby spinach
https://www.recipetineats.com/chicken-kale-salad/, Tuscan kale (cavolo nero) extra virgin olive oil salt and pepper red onion shredded cooked chicken soft boiled eggs cherry or grape tomatoes extra virgin olive oil cooking salt/kosher salt black pepper chickpeas olive oil smoked paprika EACH garlic powder ; onion powder EACH cooking salt / kosher salt & black pepper tahini lemon juice extra virgin olive oil parmesan cooking salt/kosher salt black pepper large garlic clove water
https://www.recipetineats.com/zucchini-cheese-muffin-slab/, zucchinis cooking salt / kosher salt shredded cheese at room temperature medium zucchini extra virgin olive oil black pepper sea salt flakes flour baking powder baking soda / bi-carbonate of soda cooking salt / kosher salt garlic cloves milk unsalted butter neutral oil large eggs white vinegar
https://www.recipetineats.com/crispy-pork-belly-banh-mi/, pork belly with skin on canola or vegetable oil Chinese Five Spice cooking/kosher salt black pepper Hoisin sauce coconut milk dark soy sauce crusty white rolls chicken pate whole-egg mayonnaise Vietnamese pickled carrots and daikon green onion stems cucumbers coriander/cilantro leaves Birds Eye or Thai chillis crispy fried shallots
https://www.recipetineats.com/vietnamese-pickled-carrots-daikon/, medium carrots large daikon (white radish) boiling water white sugar cooking / kosher salt rice wine vinegar
https://www.recipetineats.com/tray-bake-dinner-lamb-kofta-meatballs/, onion lamb mince panko breadcrumbs garlic coriander/cilantro cumin coriander paprika ground cinnamon cayenne pepper cooking salt / kosher salt black pepper red capsicum yellow capsicum red onion extra virgin olive oil each cooking/kosher salt and pepper Olive oil spray flatbreads Tahini sauce shredded iceberg lettuce tomatoes coriander/cilantro leaves
https://www.recipetineats.com/tahini-sauce/, tahini water lemon juice garlic clove cooking salt / kosher salt white pepper honey flaked almonds; pine nuts or pistachios
https://www.recipetineats.com/crunchy-muesli-bars/, honey natural peanut butter; smooth rolled oats* almonds* pepitas* sultanas* cinnamon powder cooking / kosher salt small chocolate chips
https://www.recipetineats.com/sausage-ragu/, olive oil small onion garlic cloves carrot celery stalks fennel seeds pork sausages beef sausages tomato paste pinot noir red wine chicken stock/broth can crushed tomato thyme sprigs bay leaves cooking salt / kosher salt black pepper chilli flakes pappardelle pasta Parmesan or parmigiano reggiano Parsley
https://www.recipetineats.com/crispy-salt-pepper-squid/, medium whole baby squid squid tubes cornflour / cornstarch plain / all-purpose flour baking powder cooking / kosher salt white pepper powder cold tap water vegetable or canola oil Cooking / kosher salt White pepper powder whole egg mayonnaise finely grated garlic
https://www.recipetineats.com/spicy-maple-roast-carrots-with-crispy-chickpeas/, Dutch carrots regular carrots maple syrup sriracha olive oil cooking salt / kosher salt black pepper chickpeas olive oil smoked paprika garlic powder onion powder cooking salt / kosher salt black pepper maple syrup sriracha plain yogurt garlic lemon juice extra virgin olive oil cooking salt / kosher salt finely chopped coriander/cilantro leaves toasted pistachios
https://www.recipetineats.com/jalapeno-poppers/, jalapeños streaky bacon cream cheese sharp cheddar cheese; green onion garlic cloves cooking/kosher salt black pepper panko breadcrumbs salt olive oil sharp cheddar cheese; chives
https://www.recipetineats.com/lemon-garlic-salmon-tray-bake-easy-healthy/, salmon fillets lemon zest lemon juice extra virgin olive oil dijon mustard garlic cloves cooking salt / kosher salt black pepper bunches asparagus cherry tomatoes extra virgin olive oil each salt and pepper Olive oil spray Parmesan Lemon wedges or slices Parsley Crusty bread or toast
https://www.recipetineats.com/one-pot-chicken-risoni-with-crispy-salami/, olive oil salami stick chicken breasts cooking salt / kosher salt black pepper garlic powder paprika sage powder garlic cloves onion chardonnay or other dry white wine tomato paste risoni/orzo canned chickpeas chicken stock cooking / kosher salt black pepper thickened / heavy cream parmesan baby spinach sun dried tomato roughly chopped basil
https://www.recipetineats.com/mango-muffins/, plain flour baking soda of salt unrefined coconut oil large egg white vinegar white sugar vanilla extract mango puréed mango  chopped mango desiccated coconut demerara sugar
https://www.recipetineats.com/vietnamese-lettuce-wraps-with-peanut-sauce/, peeled whole cooked prawns/shrimp dried vermicelli noodles lettuce leaves quick pickled carrots and daikon beansprouts cucumbers mint leaves coriander/cilantro sprigs birds eye red chilli roasted peanuts natural peanut butter hoisin lime juice LOW FAT coconut milk large garlic clove sambal oelak dark soy white sugar cooking salt / kosher salt medium carrots large white radish (daikon) boiling water white sugar cooking salt / kosher salt rice wine vinegar
https://www.recipetineats.com/hot-ham-and-cheese-sliders/, standard or 24 small soft white roll slab American mustard ham Swiss cheese unsalted butter onion American mustard poppyseeds Worcestershire sauce garlic powder cooking / kosher salt black pepper
https://www.recipetineats.com/mignonette-sauce-for-oysters/, eschalot red wine vinegar oysters Black pepper
https://www.recipetineats.com/tetsuyas-oysters-with-japanese-dressing/, white sugar Japanese soy sauce rice vinegar mirin grapeseed or vegetable oil sesame oil grated ginger oysters salmon roe chives Rock salt
https://www.recipetineats.com/cucumber-lime-jalapeno-granita-for-oysters/, cucumber lime zest lime juice caster sugar finely chopped jalapeño oysters Jalapeño slices
https://www.recipetineats.com/beef-tenderloin-roast/, centre cut beef tenderloin cooking / kosher salt black pepper vegetable oil unsalted butter garlic fresh thyme leaves cooking/kosher salt black pepper white mushrooms garlic thyme sprig marsala chicken stock thickened cream black pepper
https://www.recipetineats.com/brie-dauphinoise-potatoes/, thickened / heavy cream garlic cloves unsalted butter starchy potatoes cooking / kosher salt black pepper thyme leaves small brie (8cm / 3.2" wide)
https://www.recipetineats.com/seafood-platter/, whole prawns oysters – Sydney Rock or Pacific blue swimmer crabs (400g/14oz+) Moreton Bay bugs smoked salmon sashimi mussels Cocktail Seafood Sauce Tartare Sauce Marie Rose / Thousand Island Thai Chilli Lime Sauce RecipeTin Family Favourite Seafood Sauce Sauces for oysters Soy sauce and wasabi Ice Lemon wedges Parsley sprigs Bowls Finger bowls Napkins Good bread  Perky green salad or vegetable sticks Lots of cold beer; wine and champagne! Marinated crispy baby octoptus The crispiest salt and pepper squid Cheese and crackers More extras –
https://www.recipetineats.com/mini-christmas-cakes-gift/, raisins diced dried apricots mixed peel glace cherries dates apple juice unsalted butter brown sugar vegetable oil molasses or golden syrup salt all spice cinnamon nutmeg eggs baking powder plain flour walnuts Icing sugar; for dusting Christmas fondant – see directions here soft icing sugar / powdered sugar unsalted butter; softened vanilla milk
https://www.recipetineats.com/qeema-indian-curried-beef/, vegetable or canola oil ginger large garlic cloves large onion beef mince (ground beef) cooking salt / kosher salt cayenne pepper  garam masala cumin powder coriander powder turmeric powder water green cayenne pepper Cilantro/coriander leaves Plain yogurt or Mint yogurt (below) plain yogurt  mint leaves cooking salt / kosher salt
https://www.recipetineats.com/holiday-stuffed-sweet-potato-with-bacon-pecans-sage/, sweet potatoes cooking / kosher salt unsalted butter pecan nuts streaky bacon colby cheese black pepper garlic powder onion powder paprika cooking / kosher salt panko breadcrumbs sage leaves
https://www.recipetineats.com/southern-thai-tumeric-chicken-grilled-or-baked/, chicken thighs; skin-on; bone-in garlic cloves fish sauce oyster sauce white pepper ground turmeric brown sugar
https://www.recipetineats.com/mini-chocolate-cakes/, plain flour / all-purpose flour cocoa baking powder baking soda / bi-carb white sugar cooking salt / kosher salt large egg milk plain oil vanilla extract boiling water instant coffee powder unsalted butter soft icing sugar / powdered sugar cocoa powder vanilla extract milk Dark chocolate Raspberries; rosemary sprigs
