url, instructions
https://www.recipetineats.com/singapore-chilli-crab/, Prepare crab: See separate tutorial for how to clean and cut a whole crab. You will end up with: 1) Crab pieces; and 2) Reserved tomalley ("crab mustard"; Note 8) and crab juices in a separate bowl. This is a key "secret ingredient" used to flavour the sauce. Chilli paste: Place ingredients in a small food processor or Nutribullet. Blitz until it's a fairly smooth paste. Sauté belachan: Heat oil in a large pot over medium-high heat. Add belachan and cook for 2 minutes; stirring constantly. It will smell pungent (to put it mildly); but have faith! It will mellow and transform! Cook off chilli paste: Add chilli paste and cook; stirring; for 3 minutes. Add tomato passata: Add tomato passata and cook; stirring regularly; for 4 minutes. Add remaining sauce ingredients: Add sweet chilli sauce; ketchup; water and stir to combine. Add claws: Add the crab claws first (they take longer to cook); stir to coat in sauce. Bring to a boil; then reduce heat to simmer. Cover with a lid and cook 3 minutes. Add "crab mustard" and juices: Add the reserved tomalley ("crab mustard") along with all the crab juices.  Add remaining crab pieces: Remove lid; add remaining crab pieces and any juices that have collected in this bowl. Stir pieces to coat; put the lid back on and cook for 7 minutes. Remove crab: Use tongs to remove crab pieces into a bowl. Egg ribbons: With the sauce still on the stove; and while stirring in a circular motion; pour the egg in a thin stream into the middle of the pot. This will create little ribbons of egg in the sauce that is traditional and look lovely. Vinegar: Stir in vinegar. Return crab: Return the crab pieces into the pot; gently stir to coat in the sauce. Transfer crab pieces into a large serving plate or shallow dish. Pour over all the sauce from the pot. Garnish with coriander and green onion. Serve with golden mantou buns (steamed and fried Chinese buns; traditional – Note 7); or homemade brioche (ultimate sub!); baguette; crusty bread or dinner rolls. Alternatively serve with rice on the side. How to eat: Be prepared to get messy! Dive in for the claw (the prime piece!). Use crab or nut crackers to break the shell (or a meat tenderiser or hammer – anything to get to that meat!!) and reveal hunks of sweet juicy crab meat. Dunk generously in sauce and devour. Leftover Sauce: You will have leftover sauce. It's loaded with flavour so save it; it's precious! See in post for ideas for how to use.
https://www.recipetineats.com/how-to-clean-and-cut-a-whole-crab/, Freeze 1 hour: Place the crab in the freezer for 1 hour or until it stops moving; but don't let the crab freeze. It may take slightly longer for larger crabs. Ensure eyes and limbs aren't moving; no active bubbling around the mouth and legs hang limp. Once the crab is asleep; prepare it straight away. (Note 3) Details in post: See diagrams in post for crab body parts referred to in this section. Cut off leg tips: Cut off the sharp tips of each of the legs (not claw). Remove belly flap: Twist off the belly flap and discard. Remove top shell (carapace): Working from the back of the crab; put your thumb between the body and the top shell (carapace) and pull it off. If you have trouble here; run a small knife down each side of the shell first. Reserve tomalley: Scrape out and save the tomalley (yellow and green "crab mustard"; Note 4) from top shell and body. Discard mandibles and gills: Remove mandibles and gills; discard. Remove claws: Seperate arms from body using a cleaver. Crack claw shell: Give it a whack with the back of a knife to create some cracks in the shell; but try not to break the shell completely (so the claw still holds together). This helps with even cooking makes it easier to eat. If claws are really large; cut claws from arms at the joint. Cut body up: Cut crab body in half down the middle. Then cut each piece into 2 (or 3 if large). Refrigerate: Place crab pieces in a large bowl and refrigerate until use. Use within 24 hours. Clean tomalley: Scrape all the crab juices from the cutting board into the bowl with the tomalley. Pick out the grey or white membranes and gently scrape off the tomalley (the yellow/green substance) as best you can back into the bowl. Discard all the grey membranes. Keep the crab juices and tomalley for use in cooking – this packs a ton of crab flavour! Use crab pieces as directed by your chosen recipe. Best crab recipe in the world? Singapore Chilli Crab!
https://www.recipetineats.com/cold-corn-soup-for-summer/, Cut off kernels: Cut the corn kernels off the cobs and transfer to a bowl. Corn stock: Cut the cobs in half. Place in a large pot with the water. Bring to a boil; then reduce to medium low and simmer for 30 minutes. Strain – it should be 2 litres. If it's much more ; simmer to reduce. If less; top up with water. Sachet: Bundle the bay leaf; thyme; black peppercorns and coriander seeds loosely in a small piece of cheesecloth to create a sachet. Tie with cooking twine to secure. Sauté aromatics: Melt butter in a pot over medium high heat. Add onion; celery; leek and garlic. Cook for 4 – 5 minutes until soft. Cook corn: Add corn kernels then cook for 6 to 7 minutes. Simmer: Add the corn stock and the sachet. Bring it to a boil and let it simmer for 20 minutes. Cream: Add the cream and cook for 3 minutes. Blend and sieve: Remove the Sachet. Blend in batches in a blender on high speed until smooth. CAUTION! Hot liquid + tightly sealed blender lid = soup explosion! To avoid this; either cool before blending. OR remove the lid of the feeding tube in the blender lid. Cover the exposed hole with a folded tea towel as you blend hot liquid. You will see me do this in the recipe video. Strain: Pass through a fine sieve. Adjust salt: Taste and add more salt if needed. Chill and serve: Cool; then transfer to the fridge to chill completely. Intended to be served chilled or cool; but also great at room temperture or warm! How to serve: In shot glasses as a canape; tea cups as a small starter; or bowls as a meal with hunks of crusty bread. Garnish with kernels sauteed in butter with green onion slices and a drizzle of extra virgin olive oil (basil oil would be even more incredible!).
https://www.recipetineats.com/fish-seasoning-spice-mix/, Fish Seasoning: Place ingredients in a bowl and mix to combine. It will keep for months in an airtight container. This quantity is enough for 750g / 1.5lb fish (serves 4 people) Season fish: Sprinkle Seasoning on both sides of fish. Lightly rub to spread Seasoning. Cook fish in two batches: Melt 30g / 2tbsp butter in large non-stick skillet over medium high heat. Cook fish until golden on each side (see Cook times below). Remove to a plate. Cook remaining fish: Melt remaining butter in skillet and cook remaining fish. Rest: Rest fish for 3 minutes before serving with extra butter sauce (see next step). Extra butter sauce (optional): Add extra butter into pan over medium heat and melt until foaming. Drizzle over fish when serving.
https://www.recipetineats.com/oatmeal-raisin-cookie-soft-chewy/, Preheat oven to 180°C/350°F (160°C fan). Adjust oven racks to middle and low position; ensuring you have 4"/10cm between each rack. Line 2 trays with parchment/baking paper. Optional: Soak raisins in boiled water for 10 minutes. Drain then pat dry. (This makes them plumper). Sift dry ingredients: Sift flour; salt; baking powder and cinnamon into a bowl. Cream butter and sugar: Using a stand mixer or electric mixer; beat butter until creamy. Then beat in sugar until fluffy – about 2 – 3 minutes. Add eggs: Beat in eggs one at a time until incorporated. Mix in flour: Use a wooden spoon to stir the flour mixture in. Stir in oats and raisins: Stir in oats and raisins – this requires a bit of effort as the dough gets firm! Roll and flatten balls: Form 4cm / 1.6" balls (~18) and place onto baking trays 4"/10cm apart. I use an ice cream scoop. Then press down to slighty flatten into a thick disc shape. Bake for 11 minutes. Then swap the trays between the shelves AND turn the trays around. Bake for a further 11 – 14 minutes; or until cookies are golden on the edges and LIGHT golden on the surface. Cool on the trays for 5 minutes before transferring to cooling rack. Cool for 30 minutes before serving.
https://www.recipetineats.com/spiral-sweet-potato-bake/, Preheat oven to 180°C/350°F. Brush skillet base and sides with a little olive oil. Slice potatoes: Slice potatoes 3-4mm thick. A mandoline will make short work of this. Toss: Place in large bowl; pour in all butter plus 1 tbsp olive oil; rosemary; salt and pepper. Toss well with hands; separating the slices so they are all coated with oil. Layer in skillet: Layer potato in skillet in a circular pattern; overlapping the slices. (See post for details) Bake covered 30 minutes: Cover with foil; bake for 30 minutes until potato is quite soft (almost fully cooked).  Brush with oil: Remove from oven; turn up to 220°C/430°F (200°C fan). Remove foil; brush potato with remaining 1 tbsp oil.  Bake uncovered 20 minutes: Bake 20 minutes until tops are golden and slightly crisp; and potato is cooked through (check with a knife or skewer). Serve: Scatter with more rosemary leaves; a whole sprig of rosemary and pinch of sea salt flakes if desired. Serve immediately! Sweet potato loses crispiness as it cools.
https://www.recipetineats.com/malfatti-italian-spinach-ricotta-dumplings/, Saute garlic and onion: Heat oil in a small pot or large skillet over medium heat. Add garlic and onion and cook for 3 minutes until onion is softened. Simmer sauce: Add remaining ingredients plus the stem of basil. Bring to a simmer; then reduce stove to low and cook; stirring every now and then; for 20 minutes. It should be fairly thick rather than a loose runny sauce. Drain ricotta; if needed: The ricotta should be the dry and fairly crumbly type rather than wet; soft and almost spreadable. If it's wet; see Note 1 for removing excess water (wet ricotta makes Malfatti hard to shape and cook!) Sweat spinach: Toss spinach with 1/2 tsp salt in large colander. Leave for 20 minutes. Roll up in tea towel and squeeze tightly to remove excess liquid. Roughly chop. Sauté garlic; eschalot and spinach: Heat oil in a skillet over medium high heat. Add garlic and eschalot; cook for 1 minute until translucent. Add spinach and cook until just wilted. Transfer to large bowl; allow to cool. Malfatti mixture: Add ricotta and all remaining Malfatti ingredients into the bowl. Mix well to combine. It should be too wet to roll with hands without sticking; but still firm enough to shape into dumplings. Form dumplings: Using 2 dessert spoons; scoop up about 1 1/2 tablespoons of mixture then shape into a football (quenelle) using the two spoons. Place on a paper-lined tray. You should get about 24-30. Boil dumplings: Bring a large pot of water to the boil; then carefully put 6 dumplings in. Cook for 2 minutes; they should float to the surface. Remove with slotted spoon on to paper towel lined tray. Repeat for remaining Malfatti. Preheat oven to 180°C / 350°F. Assemble: Pour Napoli Sauce into a baking dish; then top with Malfatti. Drizzle with extra virgin olive oil. Bake 15 minutes or until the Malfatti has a faint blush of gold on the surface (Note 3). Serve! Sprinkle baked Malfatti with parmesan and basil leaves (tear large leaves). Spoon into bowls and served as-is. No starchy side is required; think of these as like gnocchi. Just add a leafy green salad with Italian Dressing or Balsamic Dressing!
https://www.recipetineats.com/best-pound-cake/, Preheat the oven to 180°C/350°F (165°C fan) with the shelf arranged so the loaf pan will sit in the middle of the oven. Prepare pan: Grease a 21.5 x 11.4 x 6.9cm / 8.5 x 4" loaf pan with unsalted butter; then dust with flour; knocking out excess (Note 2) Whisk wet: In a medium bowl; lightly whisk together the milk; eggs and vanilla. Set aside. Whisk dry: Place the flour; sugar; baking powder and salt in a large bowl or stand mixer. Beat for 30 seconds on Speed 1 using an electric beater or the stand mixer. Add butter and half eggs: Add the softened butter and 1/2 of the egg mixture. Beat on Speed 1 until incorporated (about 30 – 40 secs) – it will become a thick batter. Increase to Speed 7 and continue to beat for 1 minute. Add half of remaining egg mix: Scrape down the bowl. Add half the remaining egg mixture (ie. 1/4 of the original total) and beat 20 seconds on Speed 7. Add remaining egg mix: Scrape down the sides again. Add all the remaining egg mixture (ie. 1/4 of the original total) and beat 20 seconds. Fill pan: Scrape batter into the prepared loaf pan and smooth the top. First bake (30 min): Bake for 30 minutes until top begins to split slightly. Cut split (optional): Working quickly; open the oven (do not take pan out) and make a light cut with a small; sharp knife along the split (15 cm / 6") to help the split to open up nicely. Work fast –  do not leave oven open for long or the cake will collapse. Second bake (20 min): Bake another 20-25 minutes until a skewer inserted in the centre comes out clean. If the cake is getting dark you can cover it with a loose sheet of foil towards the end of the bake time. Cool: Cool in the pan for 10 minutes then turn out onto a wire rack to cool completely. Serving: Serve thick slices with any of the following or a combination – whipped cream and fruit (traditional); just butter; butter + honey (pictured in post); a fruit compote; mascarpone or thick yogurt with crushed nuts (pistachio would be fabulous!). See in post for more ideas.
https://www.recipetineats.com/mexican-meatballs/, Preheat oven to 220°C/390°F (200°C fan). Place a rack over a tray. Spray rack with oil. Blitz corn chips: Place corn chips in a Nutribullet or food processor. Blitz until they become fine crumbs. (Else put in a ziplock bag and bash!) Meatball mixture: Place  meatball ingredients and meatball Mexican spices in a bowl and mix well with your hands. Roll meatballs: Roll into 3 – 3.5cm / 1.2 – 1.4" balls. Place on rack. Should make around 20 – 24 meatballs. Bake 10 minutes: Spray meatballs generously with oil. Bake 10 minutes until browned (they will still be raw inside; we finish cooking them in the sauce). While the meatballs are in the oven; start the sauce. Sauté garlic and chipotle: Heat oil over medium high heat in a large skillet. Add garlic and cook for 30 seconds. Add chopped Adobo Chile and sauté for 20 seconds. Simmer 5 minutes: Add tomato; Adobo sauce and sugar. Bring to simmer; then turn heat down to low and cook; stirring every now and then; for 5 minutes. Cook meatballs in sauce: Remove meatballs from oven and transfer into sauce. Continue to cook the sauce for another 10 minutes; rolling meatballs every now and then; until the sauce is thickened and the meatballs are cooked. Fresh coriander: Sprinkle with chopped coriander/cilantro. Serving: Serve over rice or stuff into tortillas with toppings of choice!
https://www.recipetineats.com/monkfish-recipe/, Cut fillets: Cut each monkfish into 3 or 4 even size pieces. (Note 1) Season: Sprinkle both sides of fish with salt and pepper. Rack for resting: Place a rack over a tray (optional; for resting fish; Note 5) Heat oil: Heat oil in non-stick pan over medium heat (medium-high for weak stoves). Sear first side; then turn: Place thickest pieces of fish in the pan first. Leave for 1 minute then add the thinner pieces. (Note 4). Cook for a further 2 minutes; then flip fish. Add butter and baste: Add butter to pan. After it starts melting; add garlic and thyme. When the butter starts foaming; tilt the pan and start spooning the butter over the fish. Do this for 2 minutes or until the internal temperature is 55°C/131°F (Note 6); or the flesh flakes easily. Butter will begin to smell nutty – it's now brown butter! Rest: Transfer fish onto the rack and rest for 3 minutes. Add herbs: Add herbs to butter remaining in pan. Serve this Herb Brown Butter with monkfish. Slice monkfish into 2.5cm / 1" pieces. Place on pea puree; then drizzle with Herb Brown Butter. Optional garnish with any combination of dill; parsley; chervil.
https://www.recipetineats.com/lemon-tart/, Make tart crust per linked recipe; including blind baking the empty tart crust. Allow to fully cool before filling (to ensure it won't go soggy). Preheat oven: Preheat oven to 180℃/350℉ (160℃ fan) Whisk ingredients together: Put all ingredients in a medium saucepan and whisk to combine. Thicken on stove: Place the saucepan on the stove over low / medium low heat. Whisk constantly; especially as the butter is melting; to ensure it doesn't split. Keeping stirring until the mixture thickens enough to visibly mound (ie. holds its shape briefly) on the surface when dolloped – about 5 minutes; though it might take longer depending on stove strength; saucepan heat retention etc. See video and photos for thickness guide. Don't take it off the stove until it's thick enough otherwise the Filling won't set. Strain into a bowl using a fine mesh strainer. Fill tart: Pour into tart shell and smooth the filling surface using an offset spatula or similar. Bake: Bake for 5 minutes. It will still be a soft custard when you touch it but not liquidity. It will set more when cooled so it's sliceable.  Cool: Cool tart fully to allow it to set before slicing to serve. Pictured with a dollop of creme fraiche (a thick; rich cream that has a slight tartness; and goes very well with the lemon tart) or whipped cream and even vanilla ice cream. Decorate if desired with lemon slices; edible flowers; raspberries. Else pipe on dollops of whipped cream or dust with icing sugar!
https://www.recipetineats.com/duck-confit/, Coat duck with dry cure: Place duck legs and all the Dry Cure ingredients in a large bowl. Toss well with your hands. Cure 12 – 24 hrs: Transfer to a ceramic or glass dish large enough so the duck fits in a single layer but snugly. Cover and refrigerate for 12 – 24 hours (no longer is necessary). Rinse: Brush off cure and rinse duck under tap water to clean them (remove all salt and black bits). Pat dry with paper towels. Preheat oven to 100°C/210°F (80°C fan) with a shelf positioned in the middle of the oven. Roasting pan: Place duck in a small metal roasting pan with high sides. They should fit snugly; touching each other; but in a single layer. (Note 5) Cover with duck fat: Pour fat over duck. It should pretty much cover the legs. (Note 6) Heat fat in pan: Place pan on the stove over medium-high heat. Heat fat until bubbling energetically all across the surface (ie not just around the edges). Cover with paper: Turn off stove. Cover surface with baking / parchment paper; cut to size so it sits on the surface of the fat over the duck. Gently push down to remove air bubbles. Cover pan tightly with a double layer of foil. Slow cook: Carefully transfer to the oven. Cook for 8 hours. Check flesh: Remove one duck leg (gently). Turn over to check the flesh side – meat should be fall-apart tender. Leg should also give easily when pressure is applied to the joint (see video). Duck can be stored submerged in fat at this stage. The meat juice should be strained off first. Remove duck to a non-reactive container in which they fit snugly. (Note 7) Pour over cooled duck fat; leaving juice sediment behind. Ensure it fully covers the duck (push duck under while warm and pliable as needed; using tongs). Once fully cool; cover with lid and place in fridge (5 days) or freezer (3 months). Fat will solidify. To cook; heat duck gently in a container in microwave to melt the fat. Proceed with recipe. Preheat oven to 240°C/465°F (220°C fan). Place a rack over a deep roasting pan. Remove duck from fat: Remove duck from fat; allowing excess oil to drip off. Pat excess oil off with paper towels. Prepare for roasting: Pour 2.5cm / 1" of boiling water water into the roasting pan (steam keeps flesh moist). Place duck on rack; skin side up. Crisp skin: Roast duck for 40 minutes until the skin is a deep golden and crispy. Rotate pan as needed for even colour. (You won't have problems with fat smoking as it drips into the water) Serve: Rest briefly to cool; and serve! A classic French side dish for Duck Confit is Lentil Ragout. (pictured in post)
https://www.recipetineats.com/lentil-ragout-french-puy-lentils-side-dish/, Heat olive oil in a large saucepan over medium heat. Sauté garlic; carrot and onion until softened – around 5 minutes. Cook off tomato paste: Add tomato paste; bay leaf and thyme. Cook 2 minutes. Add lentils; simmer 15 minutes: Add lentils; stock; salt and pepper. Stir; bring to simmer; then lower heat and simmer without a lid for 15 minutes until the lentils are soft (don't let them overcook so they become mushy!). Season: Stir through parsley. Taste and add more salt or pepper if needed. Serve!
https://www.recipetineats.com/warm-french-goats-cheese-salad-salade-de-chevre-chaud/, Slice cheese: Cut goat's cheese if necessary to create ~ 1.25cm (1/2") thick rounds. Place flour; whisked egg and breadcrumbs in 3 separate; small bowls. Crumb cheese: Coat cheese in flour; shake off excess. Dip in egg; allow excess to drip. Coat with breadcrumbs; pressing to adhere. Place on plate and set aside. Toast nuts: Spread nuts in a layer on a tray. Toast in a 180C / 375F oven for around 5 minutes until they are lightly browned and smell toasty. Immediately transfer to a small bowl to cool. Alternatively; toast in a skillet over medium heat (walnuts will take longer than pine nuts; so best to do in separate batches). Cook bacon: Place bacon in a cold non-stick pan. Turn the stove to medium and let the pan warm up. Once the fat starts to melt; turn the heat to high. Stir and cook bacon until golden. Drain excess fat on paper towels. Dressing: Shake dressing ingredients in a jar. Begin assembling salad: Place lettuce in a bowl; casually arrange tomatoes; then sprinkle with nuts and bacon. Melt butter in a small non-stick pan over medium-high heat. Pan-fry cheese: Once butter is foaming; cook crumbed cheeses for 1 – 1 1/2 minutes on one side until golden. Carefully turn; cook other side for 1 minute until golden. Remove and drain on paper towels. Drizzle each salad with 2 tbsp of dressing. Arrange 2 crumbed cheeses on top of each salad. Sprinkle with chives. Serve immediately; while cheese is hot and melty inside!
https://www.recipetineats.com/brioche/, Bloom yeast (Note 1): In a small bowl; mix 1 tsp sugar; yeast and milk together. Cover with cling wrap and set aside in a warm place for 10 minutes until foamy. Dough making methods: Base recipe method uses a Stand Mixer. See Note 5 for faster food processor method. Make dough: In the bowl of a stand mixer fitted with a dough hook; add the flour; eggs; salt; rest of the sugar and the foamy yeast. Mix on Speed 1 until ingredients are combined. Mixing Part 1: After the ingredients are combined; then mix on Speed 1 for 5 minutes then on Speed 2 for 10 minutes; (Yes really; 15 minutes; see Note 8!) Slow add butter: With the stand mixer still on Speed 2; drop butter cubes in gradually; over about 90 seconds to 2 minutes; giving the dough a chance to mix most of the butter in. (Note 9) Incorporate butter: Keep mixing until the butter is fully incorporated-  about 1 minute. Dough will be pasty and sticky! Mixing Part 2: Then mix on Speed 2 for 20 minutes; scraping down the sides of the bowl every now and then.  Dough goals (Note 8): At first the mixture it will be very pasty and stuck to the sides of the bowl. By the end; the dough should come together; caught up in the dough hook; and not be stuck on the sides of the bowl. Very soft; but able to pick it up. You should be able to do the "window pane" test using a walnut size piece (Note 10). If not; keep kneading! (Note 11 trouble shooting) Rise #1 (2 hrs): Shape the dough into a ball; put it back into the stand mixer bowl. Cover with cling wrap and put it in a warm place for 2 hours until it has doubled in size. Cut into 3: Punch the dough dough to release all the air. Scrape out onto a lightly floured work surface. Fold the outside of the dough in 6 times. Shape into a log then cut into 3 equal portions and shape into a ball (~225g/7.9oz per piece). Fridge (1.5 hrs): Line a deep container or roasting pan with baking/parchment paper lightly sprayed with oil. Place dough on paper; cover with cling wrap/lid and refrigerate for 1.5 hours (Note 12). Braid: Remove dough from fridge. Place on a lightly floured work surface and roll each piece into a 35cm/14" logs. Braid the logs; and tuck the ends under to make them tidy. Loaf pan: Spray a 21.5 x11cm (8.5 x 4.3") loaf pan well coated with oil spray; then place the dough in. Lightly spray cling wrap with oil; then cover the dough. Rise #2 (3 hrs): Rise in a warm place for 3 hours or until it is just over double in size. (Note 13) Preheat oven: Preheat oven to 200°C/390°F (180°C fan) when dough is almost ready. Shelf position: Position shelf so loaf will sit in the lowest 1/3 of the oven. Egg wash: Brush the brioche surface very gently with whisked egg. Bake uncovered 15 min: Bake brioche for 15 minutes; uncovered; until a beautiful deep golden. Bake covered 20 min: Remove from oven. Loosely cover with foil. Bake for a further 20 minutes or until the internal temperature is 88°C/190°F. (Note 14) Turn out and cool: Immediately turn brioche out onto a rack. Cool for at least 45 minutes before slicing (or tearing!) to serve (still warm). Serving: Best served warm; with butter and lovely jams; the French way! Either slice warm loaf; or toast slices. (Note 16) See in post for more serving ideas – savoury; sweet; breakfast; lunch; dessert! The crust will be delicately crusty and flake gently when you slice it. It will be ultra soft inside; much softer than usual breads; with a pale yellow colour from the butter and eggs. Though traditionally sliced to serve; a unique characteristic is that if you tear the bread; it shreds like cotton candy. This is the sign off a well made traditional French brioche that you will not find in run-of-the-mill grocery store cheap brioche! Subtly sweet with a beautiful butter flavour (another thing store bought lacks!).
https://www.recipetineats.com/prawn-stir-fry/, Steam broccolini: Steam broccolini until crisp-tender; about 2 – 3 minutes (remember it will cook more in the stir fry). Set aside to drain and dry. Stir Fry Sauce: Put all Stir Fry Sauce ingredients except water into a bowl. Mix until cornflour is dissolved. Then stir in water.  Cook then remove prawns: Heat oil in a wok or large skillet on medium to medium-high heat. Add prawns and spread them in a single layer. Cook for 1 1/2 minutes; then turn and cook the other side for 1 minute until cooked through. Try not to make the prawns too golden (they are only lightly browned in stir fries). Remove prawns to a bowl. Set aside. Cook onion; garlic and ginger: Add more oil if the pan seems a bit dry. Still on medium-high heat; add onion and cook for 1 minute. Then add ginger and garlic and cook for another 1 minute until onion is starting to soften but not colour. Add snow peas; then broccolini: Add snow peas and toss until coated with oil. Then add broccolini and toss through. Add Sauce and thicken: Give the Sauce a stir (to dissolve cornflour settled at bottom); then pour into skillet. Cook; stirring; until sauce thickens to syrup consistency (about 1 minute) and coats the ingredients nicely.  Add prawns back in: Then add the prawns back in (including any juices in the bowl). Toss for another 30 seconds until prawns are warmed through.  Serve: Serve with rice!
https://www.recipetineats.com/pakora-indian-vegetable-fritters/, Make batter: Place chickpea flour in a bowl with the spices (turmeric; cumin; coriander; fenugreek; chilli). Slow whisk in the water. Mix in Vegetables: Add potato; cauliflower; onion; ginger; chilli and coriander. Mix well with a wooden spoon. It should be a thick batter; almost paste-like. Preheat oven to 80°C/175°F – to keep cooked pakoras warm. Set a rack over a tray. Heat oil: Heat 4cm / 1.5" oil in a large heavy based pot to 180°C/350°F (Note 6). Form patties: Drop 2 tbsp of batter roughly formed into a patty shape into the oil. I use my hands (as is typical in India!) but you can also use 2 tablespoons (be careful of splash-age). Don't crowd the pot; it will lower the temperature too much. Fry pakoras: Fry 2 – 3 minutes until golden. Drain on paper towels. Keep cooked pakoras hot in the oven on a rack set over a tray. Serve: Serve pakoras with Coriander Mint Sauce or Minted Yogurt Sauce! Place ingredients in a small food processor or Nutribullet; or use a stick blender. Blitz until smooth.
https://www.recipetineats.com/twice-baked-potatoes-stuffed-jacket-potatoes/, Preheat oven to 220°C / 430°F (200°C fan). Place a rack on a tray (recommended but not critical). Prick potatoes: Wash; scrub and dry potatoes well. Prick each potato 8 times with a fork. Oil and salt: Put potatoes in a bowl; pour over oil and rub onto potatoes. Then sprinkle over salt and use your hands to coat. (Just do this as best you can. Some will stick; much will not!) Bake: Place potatoes on rack and bake for 75 minutes or until you can pierce with a small knife with no resistance. Cook bacon: Place bacon in a cold non-stick pan over medium heat. When the fat starts to melt; turn the heat up to high and cook bacon until golden. Drain on paper towels. Heat butter and cream: Melt butter in a saucepan over medium heat. Then add cream and heat until hot; but don't let it boil. (You could also do this in a microwave) Lower oven: Turn oven down to 200°C / 390°F (180°C fan). Scoop out potato flesh: Allow potatoes to cool enough so you can handle them (or use a tea towel). Cut in half lengthwise and scoop out potato flesh; leaving 0.7cm (1/3") thick layer of potato still stuck to skin. Mash potato: Place potato flesh in a bowl and mash while hot until smooth. Add-ins: Add half the cheese (save the rest for topping); most of the bacon (save a bit for garnish); all the green onion; hot cream and butter; salt and pepper. Stir to combine. Stuff and top with cheese: Fill potato skins with the mashed potato mixture. Top with remaining cheese. Bake: Bake for 20 to 25 minutes until the cheese is melted; golden and bubbly. Serve: Serve immediately; garnish with sour cream; reserved bacon and chives.
https://www.recipetineats.com/chicken-kiev/, Garlic butter filling: Place ingredients in a bowl and mix until combined. Shape and chill butter: Scrape butter on to a small sheet of baking / parchment paper and roughly shape into 10 x 6cm / 4 x 2.4" rectangle. Refrigerate until firm; then cut in half lengthwise to form two batons. Pound chicken: Place chicken smooth side down between two freezer bags or paper (Note 3). Pound to an even 0.5 cm / 0.2" thickness using a meat mallet (Note 4 for tips!) Season: Sprinkle each side of the chicken with salt and pepper. Stuff and roll up chicken: Place a baton of butter in the middle. Trim edges if needed; then add trimmings into the centre. Fold sides in over the butter; then roll the chicken up starting from the bottom; finishing with the seam side down. Wrap and partially freeze: Wrap the chicken log in cling wrap; twisting the ends tightly to create a firm log shape. Place in the freezer for 30 minutes until the surface is fairly firm to touch; but not frozen solid. (Note 5) Crumb: Place egg; flour and breadcrumbs in separate bowls. Coat chicken in flour; shaking off excess. Coat in egg; drip off excess. Then coat in breadcrumbs; pressing to adhere. Partial freeze: Place crumbed chicken in the freezer for 30 minutes until fairly firm to handle (but not frozen solid). Preheat oven to 180°C / 350°F. Place a rack on a tray. Fry: Heat oil in a heavy based pot to 190°C / 375°F. Carefully place chicken in the oil and cook; turning once or twice; until golden (2 – 3 minutes). It will still be raw inside. Bake: Place chicken on a rack and bake for 15 minutes or until the internal temperature of the chicken is 65°C / 150°F. Pierce the top so you don't cause butter leakage! Rest for 2 minutes; then serve; sprinkled with a pinch of parsley if desired!
https://www.recipetineats.com/golden-turmeric-fish-indonesian/, Prep: Preheat oven to 200°C / 390°F (180°C fan). Line a tray with baking / parchment paper. Quick fish marinade: Sprinkle fish with salt and drizzle with lime juice. Leave in fridge while making paste – just 10 minutes is fine. Turmeric Curry Paste: Place ingredients in a container that fits a stick blender. Then blend with stick until smooth; using extra water if needed until it is a paste consistency (ie. can be slathered on fish). Slather and bake: Smear paste onto surface of fish (not underside). Bake for 15 minutes until the internal temperature is 55°C/131°F (medium; just cooked but not raw at all; very juicy). Rest: Remove from oven and remove fish from tray (otherwise it keeps cooking). Rest 3 minutes; serve over rice with Sambal Tomat (below) and extra fresh coriander. Sambal Tomat Topping: Heat oil in a non-stick pan over medium heat. Add tomato; chilli and salt. Sauté 2 minutes until tomato is slightly softened. Stir through coriander; serve over fish.
https://www.recipetineats.com/italian-almond-cookies-ricciarelli/, Preheat oven to 190°C/375°F (170°C fan). Line 2 trays with baking/parchment paper. Combine Dry Ingredients: Place the almond meal; sugar; zest; almond extract and salt in a bowl. Whisk together until zest and almond extract is evenly distributed. Add the cherries and set aside Beat eggs whites: Using an electric mixer or a whisk; beat the egg whites and honey to soft peaks (Note 5). About 2 minutes on Speed 8 of a handheld beater; or 1 1/2 minutes on Speed 6 of a stand mixer. Fold the beaten egg whites gently into the almond mixture. You will seemingly knock most of the air out of the meringue; that's ok! (You actually haven't 🙂 ). Place Extra egg white in a small bowl and whisk with a fork until foamy. Place flaked almonds in another bowl. Form 2.5cm/1" balls: Scoop up about 1 tablespoon of the mixture and shape into a rough ball (2.5cm/1" ball). I do this using 2 eating spoons – we don't need perfect balls here. Coat in egg whites: Drop the ball into foamy egg whites. Use 2 forks to turn to coat; then pick up and place in the flaked almonds. Almond coating: Coat cookies with the almonds; pressing them on to cover as completely as you can. Don't worry if you get some double layers or pieces sticking out – no need to be neat or thorough here! Bake 13 minutes: Place on prepared tray 2.5cm / 1" apart. Bake for 13-15 minutes until golden brown. Start checking at 12 minutes to be sure the nuts aren’t burning Cool: Transfer to rack to cool completely before serving. Store: Store in an airtight container. They last up to 10 days in a storage container or can be frozen
